Monat;KW;Jahr;Datum;Hof;Schicht;Tour;Tonnage;Abfallart
4;15;2023;13.04.23;VMF;1;51;32,92;HM
4;15;2023;13.04.23;VMM;1;2;46,46;HM
4;15;2023;15.04.23;VMG;1;28;28,69;HM
4;17;2023;24.04.23;VMF;1;12;32,87;HM
4;17;2023;24.04.23;VMG;1;4;30,7;HM
4;17;2023;24.04.23;VMG;1;32;33,63;HM
4;17;2023;24.04.23;VMG;1;41;33,89;HM
4;17;2023;24.04.23;VMG;1;57;29,66;HM
4;17;2023;24.04.23;VMM;1;2;28,78;HM
4;17;2023;24.04.23;VMM;1;3;28,55;HM
4;17;2023;25.04.23;VMF;1;52;29,86;HM
4;17;2023;25.04.23;VMG;1;7;30,09;HM
4;17;2023;25.04.23;VMG;1;12;35,6;HM
4;17;2023;25.04.23;VMG;1;31;29,6;HM
4;17;2023;25.04.23;VMG;1;40;32,26;HM
4;17;2023;25.04.23;VMG;1;57;30,54;HM
4;17;2023;25.04.23;VMM;1;25;29,36;HM
4;17;2023;25.04.23;VMN;1;4;29,46;HM
4;17;2023;26.04.23;VMM;1;2;29,28;HM
5;18;2023;02.05.23;VMF;1;12;33,67;HM
5;18;2023;02.05.23;VMG;1;4;32,56;HM
5;18;2023;02.05.23;VMG;1;12;35,5;HM
5;18;2023;02.05.23;VMG;1;26;29,85;HM
5;18;2023;02.05.23;VMG;1;32;35,4;HM
5;18;2023;02.05.23;VMG;1;40;34,04;HM
5;18;2023;02.05.23;VMG;1;41;46,61;HM
5;18;2023;02.05.23;VMG;1;57;33,12;HM
5;18;2023;02.05.23;VMM;1;2;35,46;HM
5;18;2023;02.05.23;VMM;1;3;32,26;HM
5;18;2023;02.05.23;VMN;1;8;35,18;HM
5;18;2023;02.05.23;VMN;1;10;37,24;HM
5;18;2023;03.05.23;VMF;1;14;31,31;HM
5;18;2023;03.05.23;VMF;1;52;32,92;HM
5;18;2023;03.05.23;VMG;1;7;34,05;HM
5;18;2023;03.05.23;VMG;1;12;29,28;HM
5;18;2023;03.05.23;VMG;1;24;31,69;HM
5;18;2023;03.05.23;VMG;1;25;33,7;HM
5;18;2023;03.05.23;VMG;1;27;32,26;HM
5;18;2023;03.05.23;VMG;1;32;30,37;HM
5;18;2023;03.05.23;VMG;1;48;30,07;HM
5;18;2023;03.05.23;VMG;1;57;31,84;HM
5;18;2023;03.05.23;VMM;1;3;30,7;HM
5;18;2023;03.05.23;VMM;1;27;28,88;HM
5;18;2023;03.05.23;VMN;1;1;31,6;HM
5;18;2023;03.05.23;VMN;1;7;29,86;HM
5;18;2023;03.05.23;VMN;1;11;35,49;HM
5;18;2023;04.05.23;VMF;1;51;34,16;HM
5;18;2023;04.05.23;VMM;1;2;35,15;HM
5;18;2023;05.05.23;VMM;1;2;34,37;HM
5;18;2023;06.05.23;VMG;1;28;29,68;HM
5;19;2023;08.05.23;VMG;1;41;28,8;HM
5;19;2023;12.05.23;VMG;1;28;28,91;HM
5;20;2023;15.05.23;VMG;1;4;31,34;HM
5;20;2023;15.05.23;VMG;1;32;30,46;HM
5;20;2023;15.05.23;VMG;1;41;34,14;HM
5;20;2023;15.05.23;VMG;1;57;28,79;HM
5;20;2023;16.05.23;VMF;1;52;28,52;HM
5;20;2023;16.05.23;VMG;1;12;31,92;HM
5;20;2023;16.05.23;VMG;1;57;30,75;HM
5;20;2023;17.05.23;VMM;1;2;30,25;HM
5;20;2023;19.05.23;VMG;1;4;29,48;HM
5;20;2023;19.05.23;VMG;1;7;32,6;HM
5;20;2023;19.05.23;VMG;1;12;30,78;HM
5;20;2023;19.05.23;VMM;1;2;30,62;HM
5;21;2023;22.05.23;VMG;1;41;31,94;HM
5;21;2023;23.05.23;VMG;1;28;31,71;HM
5;21;2023;26.05.23;VMG;1;28;34,45;HM
5;22;2023;30.05.23;VMF;1;12;33,85;HM
5;22;2023;30.05.23;VMG;1;4;33,9;HM
5;22;2023;30.05.23;VMG;1;9;28,86;HM
5;22;2023;30.05.23;VMG;1;12;34,48;HM
5;22;2023;30.05.23;VMG;1;26;29,24;HM
5;22;2023;30.05.23;VMG;1;32;35,62;HM
5;22;2023;30.05.23;VMG;1;41;35,36;HM
5;22;2023;30.05.23;VMG;1;57;32,55;HM
5;22;2023;30.05.23;VMM;1;3;31,84;HM
5;22;2023;30.05.23;VMN;1;3;39,05;HM
5;22;2023;30.05.23;VMN;1;8;32,54;HM
5;22;2023;30.05.23;VMN;1;10;35,54;HM
5;22;2023;30.05.23;VMN;1;42;32,38;HM
5;22;2023;31.05.23;VMF;1;16;29,23;HM
5;22;2023;31.05.23;VMF;1;26;31,82;HM
5;22;2023;31.05.23;VMF;1;52;31,96;HM
5;22;2023;31.05.23;VMG;1;7;30,59;HM
5;22;2023;31.05.23;VMG;1;12;28,42;HM
5;22;2023;31.05.23;VMG;1;25;42,77;HM
5;22;2023;31.05.23;VMG;1;32;31,94;HM
5;22;2023;31.05.23;VMG;1;40;39,21;HM
5;22;2023;31.05.23;VMG;1;49;32,7;HM
5;22;2023;31.05.23;VMG;1;57;33,01;HM
5;22;2023;31.05.23;VMM;1;2;34,94;HM
5;22;2023;31.05.23;VMM;1;3;30,01;HM
5;22;2023;31.05.23;VMN;1;1;30,66;HM
5;22;2023;31.05.23;VMN;1;6;33,52;HM
5;22;2023;31.05.23;VMN;1;11;33,35;HM
6;22;2023;01.06.23;VMF;1;51;34,52;HM
6;22;2023;01.06.23;VMM;1;2;34,23;HM
6;22;2023;03.06.23;VMG;1;28;29,09;HM
6;23;2023;05.06.23;VMG;1;41;28,65;HM
6;23;2023;08.06.23;VMM;1;2;32,67;HM
6;24;2023;12.06.23;VMG;1;32;29,62;HM
6;24;2023;12.06.23;VMG;1;41;33,85;HM
6;24;2023;12.06.23;VMM;1;3;29,69;HM
6;24;2023;13.06.23;VMG;1;12;29,92;HM
6;24;2023;13.06.23;VMG;1;57;31,85;HM
6;24;2023;13.06.23;VMM;1;2;29,47;HM
6;24;2023;15.06.23;VMM;1;2;33,65;HM
6;25;2023;19.06.23;VMG;1;32;30,06;HM
6;25;2023;19.06.23;VMG;1;41;34,34;HM
6;25;2023;20.06.23;VMF;1;52;28,72;HM
6;25;2023;20.06.23;VMG;1;57;30,33;HM
6;25;2023;21.06.23;VMN;1;19;28,4;HM
6;25;2023;22.06.23;VMM;1;2;32,85;HM
6;25;2023;23.06.23;VMG;1;28;28,53;HM
6;26;2023;26.06.23;VMG;1;41;35,62;HM
6;26;2023;26.06.23;VMG;1;57;29,41;HM
6;26;2023;27.06.23;VMF;1;52;28,43;HM
6;26;2023;27.06.23;VMG;1;29;32,67;HM
6;26;2023;27.06.23;VMG;1;32;34,67;HM
6;26;2023;27.06.23;VMG;1;40;30,0;HM
6;26;2023;27.06.23;VMG;1;57;29,29;HM
6;26;2023;28.06.23;VMM;1;2;35,76;HM
7;27;2023;03.07.23;VMG;1;12;29,19;HM
7;27;2023;03.07.23;VMG;1;32;30,2;HM
7;27;2023;03.07.23;VMG;1;41;32,61;HM
7;27;2023;03.07.23;VMG;1;57;28,71;HM
7;27;2023;04.07.23;VMG;1;40;29,78;HM
7;27;2023;05.07.23;VMM;1;2;35,98;HM
7;27;2023;07.07.23;VMG;1;28;28,47;HM
7;28;2023;10.07.23;VMG;1;12;28,56;HM
7;28;2023;10.07.23;VMG;1;32;29,22;HM
7;28;2023;10.07.23;VMM;1;2;33,61;HM
7;28;2023;12.07.23;VMM;1;2;30,8;HM
7;28;2023;13.07.23;VMF;1;2;29,25;HM
7;29;2023;17.07.23;VMG;1;4;29,36;HM
7;29;2023;17.07.23;VMG;1;32;29,04;HM
7;29;2023;17.07.23;VMG;1;41;34,08;HM
7;29;2023;17.07.23;VMG;1;57;30,03;HM
7;29;2023;17.07.23;VMM;1;2;31,97;HM
7;29;2023;18.07.23;VMG;1;25;29,97;HM
7;29;2023;19.07.23;VMM;1;2;29,62;HM
7;29;2023;20.07.23;VMM;1;2;32,74;HM
7;30;2023;24.07.23;VMG;1;41;32,05;HM
7;30;2023;24.07.23;VMM;1;2;32,52;HM
7;31;2023;31.07.23;VMG;1;4;28,57;HM
7;31;2023;31.07.23;VMG;1;32;29,28;HM
7;31;2023;31.07.23;VMG;1;41;29,1;HM
7;31;2023;31.07.23;VMM;1;2;33,12;HM
8;31;2023;01.08.23;VMG;1;25;29,37;HM
8;31;2023;01.08.23;VMG;1;29;30,77;HM
8;32;2023;07.08.23;VMG;1;41;34,27;HM
8;33;2023;14.08.23;VMG;1;41;34,52;HM
8;33;2023;14.08.23;VMM;1;2;31,85;HM
8;33;2023;16.08.23;VMM;1;2;29,99;HM
8;33;2023;18.08.23;VMG;1;28;30,97;HM
8;34;2023;21.08.23;VMG;1;41;30,57;HM
8;34;2023;21.08.23;VMG;1;57;28,66;HM
8;34;2023;23.08.23;VMM;1;2;30,52;HM
8;35;2023;28.08.23;VMG;1;32;29,32;HM
8;35;2023;28.08.23;VMG;1;41;31,91;HM
8;35;2023;28.08.23;VMG;1;57;28,59;HM
8;35;2023;29.08.23;VMF;1;24;30,94;HM
8;35;2023;29.08.23;VMG;1;25;30,25;HM
8;35;2023;29.08.23;VMG;1;26;29,15;HM
8;35;2023;30.08.23;VMM;1;2;29,39;HM
9;36;2023;04.09.23;VMG;1;12;28,82;HM
9;36;2023;04.09.23;VMG;1;32;28,72;HM
9;36;2023;04.09.23;VMG;1;41;34,18;HM
9;36;2023;04.09.23;VMG;1;57;30,67;HM
9;36;2023;05.09.23;VMG;1;25;31,39;HM
9;36;2023;05.09.23;VMG;1;26;29,18;HM
9;37;2023;11.09.23;VMG;1;41;32,7;HM
9;37;2023;12.09.23;VMG;1;26;29,9;HM
9;38;2023;18.09.23;VMG;1;32;28,46;HM
9;38;2023;18.09.23;VMG;1;41;33,29;HM
9;38;2023;18.09.23;VMG;1;57;30,55;HM
9;38;2023;19.09.23;VMG;1;26;29,07;HM
9;39;2023;25.09.23;VMG;1;32;28,8;HM
9;39;2023;25.09.23;VMG;1;41;31,09;HM
9;39;2023;25.09.23;VMG;1;57;28,49;HM
9;39;2023;26.09.23;VMG;1;12;29,18;HM
10;40;2023;02.10.23;VMF;1;12;29,37;HM
10;40;2023;02.10.23;VMG;1;4;29,8;HM
10;40;2023;02.10.23;VMG;1;32;28,71;HM
10;40;2023;02.10.23;VMG;1;40;30,57;HM
10;40;2023;02.10.23;VMG;1;41;34,56;HM
10;40;2023;02.10.23;VMG;1;57;29,35;HM
10;40;2023;04.10.23;VMG;1;7;31,0;HM
10;40;2023;04.10.23;VMG;1;26;34,33;HM
10;40;2023;04.10.23;VMG;1;32;30,22;HM
10;40;2023;04.10.23;VMG;1;57;30,11;HM
10;40;2023;04.10.23;VMM;1;2;28,72;HM
10;40;2023;04.10.23;VMN;1;2;31,7;HM
10;40;2023;04.10.23;VMN;1;6;30,4;HM
10;40;2023;04.10.23;VMN;1;11;30,03;HM
10;40;2023;05.10.23;VMF;1;51;33,34;HM
10;40;2023;05.10.23;VMF;1;52;28,91;HM
10;41;2023;12.10.23;VMF;1;12;29,71;HM
10;42;2023;16.10.23;VMG;1;32;29,42;HM
10;42;2023;16.10.23;VMG;1;41;31,41;HM
10;42;2023;16.10.23;VMG;1;57;28,55;HM
10;43;2023;23.10.23;VMG;1;4;28,94;HM
10;43;2023;23.10.23;VMG;1;32;30,12;HM
10;43;2023;23.10.23;VMG;1;41;32,24;HM
10;43;2023;24.10.23;VMF;1;16;35,03;HM
10;43;2023;24.10.23;VMG;1;12;29,28;HM
10;43;2023;24.10.23;VMG;1;26;29,56;HM
10;43;2023;26.10.23;VMG;1;25;29,9;HM
10;44;2023;30.10.23;VMG;1;4;32,22;HM
10;44;2023;30.10.23;VMG;1;32;30,36;HM
10;44;2023;30.10.23;VMG;1;41;33,18;HM
10;44;2023;30.10.23;VMG;1;57;29,85;HM
10;44;2023;30.10.23;VMN;1;6;28,58;HM
10;44;2023;31.10.23;VMG;1;12;30,48;HM
10;44;2023;31.10.23;VMM;1;3;30,63;HM
11;44;2023;02.11.23;VMG;1;4;33,78;HM
11;45;2023;06.11.23;VMG;1;32;31,26;HM
11;45;2023;06.11.23;VMG;1;41;34,15;HM
11;45;2023;06.11.23;VMG;1;57;28,68;HM
11;45;2023;07.11.23;VMG;1;12;28,96;HM
11;45;2023;07.11.23;VMM;1;3;30,81;HM
11;46;2023;13.11.23;VMG;1;4;29,18;HM
11;46;2023;13.11.23;VMG;1;32;30,1;HM
11;46;2023;13.11.23;VMG;1;41;30,86;HM
11;46;2023;14.11.23;VMG;1;12;31,08;HM
11;46;2023;14.11.23;VMM;1;3;30,16;HM
11;46;2023;15.11.23;VMF;1;8;30,93;HM
11;47;2023;20.11.23;VMG;1;4;29,98;HM
11;47;2023;20.11.23;VMG;1;10;29,67;HM
11;47;2023;20.11.23;VMG;1;32;30,88;HM
11;47;2023;20.11.23;VMG;1;41;32,4;HM
11;47;2023;21.11.23;VMM;1;3;29,23;HM
11;47;2023;23.11.23;VMF;1;2;29,15;HM
11;47;2023;23.11.23;VMN;1;1;29,54;HM
11;48;2023;27.11.23;VMG;1;32;28,52;HM
11;48;2023;27.11.23;VMG;1;41;32,8;HM
11;48;2023;28.11.23;VMF;1;16;33,77;HM
11;48;2023;28.11.23;VMF;1;53;34,16;HM
11;48;2023;28.11.23;VMM;1;3;30,67;HM
12;49;2023;04.12.23;VMG;1;32;28,96;HM
12;49;2023;04.12.23;VMG;1;41;31,5;HM
12;49;2023;05.12.23;VMM;1;3;30,43;HM
12;50;2023;11.12.23;VMG;1;4;32,6;HM
12;50;2023;11.12.23;VMG;1;32;29,98;HM
12;50;2023;11.12.23;VMG;1;41;31,93;HM
12;50;2023;12.12.23;VMF;1;51;29,9;HM
12;51;2023;18.12.23;VMG;1;32;30,3;HM
12;51;2023;18.12.23;VMG;1;41;31,82;HM
12;51;2023;19.12.23;VMM;1;3;30,25;HM
12;52;2023;27.12.23;VMF;1;52;32,62;HM
12;52;2023;27.12.23;VMF;1;53;32,72;HM
12;52;2023;27.12.23;VMG;1;7;46,16;HM
12;52;2023;27.12.23;VMG;1;9;44,85;HM
12;52;2023;27.12.23;VMG;1;24;41,94;HM
12;52;2023;27.12.23;VMG;1;32;34,94;HM
12;52;2023;27.12.23;VMG;1;41;41,68;HM
12;52;2023;27.12.23;VMM;1;2;32,18;HM
12;52;2023;27.12.23;VMM;1;3;31,75;HM
12;52;2023;27.12.23;VMM;1;21;28,67;HM
12;52;2023;27.12.23;VMM;1;27;29,26;HM
12;52;2023;27.12.23;VMN;1;1;45,49;HM
12;52;2023;27.12.23;VMN;1;6;42,12;HM
12;52;2023;27.12.23;VMN;1;7;29,65;HM
12;52;2023;27.12.23;VMN;1;12;28,91;HM
12;52;2023;28.12.23;VMF;1;51;33,12;HM
12;52;2023;28.12.23;VMG;1;12;31,19;HM
12;52;2023;28.12.23;VMG;1;23;37,35;HM
12;52;2023;29.12.23;VMF;1;5;30,1;HM
12;52;2023;29.12.23;VMF;1;7;36,23;HM
12;52;2023;29.12.23;VMF;1;15;28,46;HM
12;52;2023;29.12.23;VMG;1;7;47,48;HM
12;52;2023;29.12.23;VMG;1;25;42,61;HM
12;52;2023;29.12.23;VMG;1;26;28,9;HM
12;52;2023;29.12.23;VMG;1;36;29,21;HM
12;52;2023;29.12.23;VMG;1;40;36,56;HM
12;52;2023;29.12.23;VMG;1;43;29,72;HM
12;52;2023;29.12.23;VMG;1;45;40,1;HM
12;52;2023;29.12.23;VMG;1;47;29,8;HM
12;52;2023;29.12.23;VMG;1;49;39,62;HM
12;52;2023;29.12.23;VMG;1;57;29,55;HM
12;52;2023;29.12.23;VMM;1;3;31,9;HM
12;52;2023;29.12.23;VMM;1;13;31,05;HM
12;52;2023;29.12.23;VMN;1;1;42,32;HM
12;52;2023;29.12.23;VMN;1;2;46,3;HM
12;52;2023;29.12.23;VMN;1;5;35,28;HM
12;52;2023;29.12.23;VMN;1;7;28,92;HM
12;52;2023;29.12.23;VMN;1;8;34,44;HM
12;52;2023;29.12.23;VMN;1;11;37,29;HM
12;52;2023;29.12.23;VMN;1;33;32,2;HM
